"iid","match","pid","decision","decision_count","like","like_total","gender","attr_self","sinc_self","fun_self","intel_self","amb_self","attr","sinc","intel","fun","amb","shar","goal","first_round","last_round","same_field","same_origin"
312,0,299,"0",3,5,13,"1",8,7,7,9,9,5,7,8,7,6,3,3,"0","0","0","0"
312,0,300,"0",3,3,12,"1",8,7,7,9,9,4,6,6,4,4,2,3,"0","0","0","0"
312,0,301,"0",3,4,7,"1",8,7,7,9,9,6,6,8,5,8,3,3,"0","0","0","0"
312,0,302,"0",3,6,16,"1",8,7,7,9,9,6,4,4,8,4,8,3,"0","0","0","0"
312,0,303,"1",3,9,16,"1",8,7,7,9,9,9,8,8,6,7,9,3,"1","0","0","0"
312,0,304,"0",3,6,11,"1",8,7,7,9,9,6,6,6,6,4,3,3,"0","0","0","0"
312,0,305,"0",3,5,13,"1",8,7,7,9,9,5,7,8,4,8,5,3,"0","1","0","0"
312,0,306,"0",3,5,12,"1",8,7,7,9,9,7,6,6,5,5,2,3,"0","0","0","0"
312,1,307,"1",3,7,15,"1",8,7,7,9,9,7,8,8,6,7,6,3,"0","0","0","0"
313,0,294,"0",2,6,14,"1",7,8,8,8,6,6,5,6,7,8,8,2,"0","0","0","0"
313,0,296,"0",2,4,12,"1",7,8,8,8,6,3,6,9,4,8,4,2,"0","0","0","0"
313,0,297,"1",2,7,14,"1",7,8,8,8,6,6,7,6,7,7,6,2,"0","0","0","0"
313,0,298,"0",2,7,15,"1",7,8,8,8,6,4,6,7,5,7,5,2,"0","0","0","0"
313,0,299,"0",2,5,13,"1",7,8,8,8,6,4,7,7,5,5,4,2,"0","0","0","0"
313,0,301,"0",2,8,16,"1",7,8,8,8,6,5,8,9,8,8,5,2,"0","0","0","0"
313,0,302,"0",2,4,9,"1",7,8,8,8,6,3,6,4,8,6,5,2,"0","0","0","0"
313,1,303,"1",2,9,17,"1",7,8,8,8,6,7,7,9,8,9,6,2,"0","0","0","0"
313,0,304,"0",2,7,13,"1",7,8,8,8,6,6,8,7,8,6,6,2,"1","0","0","0"
313,0,305,"0",2,5,12,"1",7,8,8,8,6,6,7,7,5,6,4,2,"0","0","0","0"
313,0,306,"0",2,4,11,"1",7,8,8,8,6,4,8,6,6,6,4,2,"0","0","0","0"
313,0,307,"0",2,8,17,"1",7,8,8,8,6,5,7,9,8,8,8,2,"0","0","0","0"
314,0,294,"1",6,6,14,"1",8,8,8,9,7,7,7,6,6,6,6,3,"0","1","0","0"
314,0,295,"0",6,5,11,"1",8,8,8,9,7,4,6,5,5,5,4,3,"0","0","0","0"
314,0,296,"0",6,5,7,"1",8,8,8,9,7,4,6,6,5,8,5,3,"0","0","0","0"
314,0,297,"1",6,7,14,"1",8,8,8,9,7,5,5,6,6,6,5,3,"0","0","0","0"
314,0,298,"0",6,4,10,"1",8,8,8,9,7,4,5,5,4,4,4,3,"0","0","0","0"
314,0,299,"0",6,5,13,"1",8,8,8,9,7,6,6,5,5,6,4,3,"0","0","0","0"
314,0,300,"0",6,4,7,"1",8,8,8,9,7,5,7,7,4,5,4,3,"1","0","0","0"
314,0,301,"1",6,6,11,"1",8,8,8,9,7,7,7,7,7,5,6,3,"0","0","0","0"
314,0,302,"0",6,6,10,"1",8,8,8,9,7,7,5,6,7,6,6,3,"0","0","0","0"
314,0,303,"1",6,7,14,"1",8,8,8,9,7,6,7,7,7,6,6,3,"0","0","0","0"
314,0,304,"0",6,6,12,"1",8,8,8,9,7,5,7,5,6,7,5,3,"0","0","0","0"
314,0,305,"0",6,6,13,"1",8,8,8,9,7,6,6,6,6,5,5,3,"0","0","0","0"
314,0,306,"1",6,8,14,"1",8,8,8,9,7,9,8,7,8,5,6,3,"0","0","0","0"
314,0,307,"1",6,7,13,"1",8,8,8,9,7,7,8,7,7,5,6,3,"0","0","0","0"
315,0,294,"1",7,9,16,"1",6,10,6,8,7,9,8,10,7,7,7,4,"1","0","0","0"
315,0,295,"1",7,6,13,"1",6,10,6,8,7,7,7,9,7,4,3,4,"0","1","0","0"
315,0,296,"0",7,8,14,"1",6,10,6,8,7,7,8,8,4,4,4,4,"0","0","0","0"
315,0,297,"0",7,6,10,"1",6,10,6,8,7,6,8,8,6,3,4,4,"0","0","0","0"
315,0,298,"1",7,7,15,"1",6,10,6,8,7,8,7,9,8,3,5,4,"0","0","0","0"
315,0,299,"1",7,7,15,"1",6,10,6,8,7,7,9,9,7,6,4,4,"0","0","0","0"
315,0,300,"0",7,6,14,"1",6,10,6,8,7,5,9,9,6,6,3,4,"0","0","0","0"
315,0,301,"0",7,6,11,"1",6,10,6,8,7,5,8,8,7,7,3,4,"0","0","0","0"
315,0,302,"0",7,4,11,"1",6,10,6,8,7,2,8,6,4,7,2,4,"0","0","0","0"
315,0,303,"0",7,6,11,"1",6,10,6,8,7,7,7,7,7,6,3,4,"0","0","0","0"
315,0,304,"0",7,6,12,"1",6,10,6,8,7,7,9,8,8,3,3,4,"0","0","0","0"
315,1,305,"1",7,7,15,"1",6,10,6,8,7,9,8,8,6,4,5,4,"0","0","0","0"
315,1,306,"1",7,7,15,"1",6,10,6,8,7,8,8,9,10,4,2,4,"0","0","0","0"
315,0,307,"1",7,8,14,"1",6,10,6,8,7,10,8,10,9,5,4,4,"0","0","0","0"
316,1,294,"1",7,7,15,"1",6,8,7,8,9,7,8,9,8,7,6,3,"0","0","0","0"
316,0,295,"0",7,4,10,"1",6,8,7,8,9,5,6,6,6,5,3,3,"0","0","0","0"
316,1,296,"1",7,6,14,"1",6,8,7,8,9,6,8,8,8,7,5,3,"0","0","0","0"
316,1,297,"1",7,6,13,"1",6,8,7,8,9,7,6,6,7,7,5,3,"0","0","0","0"
316,0,298,"0",7,3,12,"1",6,8,7,8,9,5,6,5,4,4,3,3,"0","0","0","0"
316,1,299,"1",7,7,16,"1",6,8,7,8,9,5,8,7,8,5,5,3,"1","0","0","0"
316,1,300,"1",7,6,15,"1",6,8,7,8,9,6,8,8,7,7,8,3,"0","0","0","0"
316,0,301,"0",7,3,10,"1",6,8,7,8,9,5,6,8,4,5,3,3,"0","1","0","0"
316,0,302,"0",7,5,12,"1",6,8,7,8,9,4,5,6,8,7,6,3,"0","0","0","0"
316,0,303,"0",7,4,11,"1",6,8,7,8,9,6,5,6,6,3,3,3,"0","0","0","0"
316,0,304,"1",7,8,14,"1",6,8,7,8,9,8,8,8,9,6,6,3,"0","0","0","0"
316,0,305,"0",7,3,9,"1",6,8,7,8,9,5,6,5,4,4,3,3,"0","0","0","0"
316,0,306,"0",7,2,9,"1",6,8,7,8,9,6,6,5,3,4,2,3,"0","0","0","0"
316,1,307,"1",7,6,13,"1",6,8,7,8,9,7,7,7,6,6,4,3,"0","0","0","0"
317,0,294,"1",6,8,15,"1",7,3,8,8,5,8,7,9,7,7,7,2,"0","0","0","0"
317,0,295,"0",6,5,13,"1",7,3,8,8,5,4,7,7,4,7,4,2,"0","0","0","0"
317,1,296,"1",6,7,15,"1",7,3,8,8,5,5,10,9,9,9,6,2,"0","0","0","0"
317,0,297,"0",6,5,12,"1",7,3,8,8,5,8,4,6,4,6,4,2,"0","0","0","0"
317,0,298,"0",6,4,11,"1",7,3,8,8,5,4,8,7,4,6,2,2,"1","0","0","0"
317,0,299,"0",6,6,15,"1",7,3,8,8,5,5,8,8,7,6,4,2,"0","0","0","0"
317,0,300,"0",6,6,16,"1",7,3,8,8,5,4,7,8,5,6,5,2,"0","0","0","0"
317,0,301,"0",6,6,14,"1",7,3,8,8,5,4,10,10,8,5,5,2,"0","0","0","0"
317,0,302,"0",6,5,11,"1",7,3,8,8,5,4,7,8,6,7,4,2,"0","1","0","0"
317,0,303,"1",6,7,14,"1",7,3,8,8,5,7,7,9,8,7,9,2,"0","0","0","0"
317,1,304,"1",6,8,17,"1",7,3,8,8,5,8,6,8,8,8,7,2,"0","0","0","0"
317,0,305,"1",6,7,14,"1",7,3,8,8,5,8,9,9,8,5,5,2,"0","0","0","0"
317,0,306,"0",6,6,14,"1",7,3,8,8,5,7,10,7,6,4,5,2,"0","0","0","0"
317,1,307,"1",6,7,14,"1",7,3,8,8,5,7,7,7,6,8,9,2,"0","0","0","0"
318,0,294,"1",7,6,13,"1",6,10,6,10,10,6,7,7,6,5,5,3,"0","0","0","0"
318,0,295,"0",7,7,15,"1",6,10,6,10,10,6,6,6,6,4,7,3,"0","0","0","0"
318,0,296,"1",7,8,14,"1",6,10,6,10,10,4,5,7,5,5,6,3,"0","0","0","0"
318,0,297,"1",7,8,14,"1",6,10,6,10,10,7,7,6,6,7,5,3,"0","0","0","0"
318,0,298,"1",7,6,12,"1",6,10,6,10,10,5,6,7,6,6,5,3,"0","0","0","0"
318,0,299,"1",7,5,12,"1",6,10,6,10,10,4,7,8,7,4,5,3,"0","0","0","0"
318,0,300,"1",7,7,13,"1",6,10,6,10,10,7,7,7,6,5,5,3,"0","0","0","0"
318,0,301,"0",7,7,13,"1",6,10,6,10,10,7,7,7,6,7,6,3,"1","0","0","0"
318,0,302,"0",7,5,9,"1",6,10,6,10,10,4,3,5,4,6,4,3,"0","0","0","0"
318,0,303,"1",7,6,12,"1",6,10,6,10,10,6,4,5,5,5,5,3,"0","1","0","0"
318,0,304,"0",7,5,11,"1",6,10,6,10,10,5,6,5,6,6,3,3,"0","0","0","0"
318,0,305,"0",7,5,10,"1",6,10,6,10,10,5,6,5,6,5,4,3,"0","0","0","0"
318,0,307,"0",7,6,11,"1",6,10,6,10,10,6,6,7,6,5,3,3,"0","0","0","0"
319,0,294,"1",7,8,13,"1",5,10,6,9,3,10,9,9,8,7,8,0,"0","0","1","0"
319,0,295,"0",7,6,11,"1",5,10,6,9,3,6,9,7,6,6,7,0,"0","0","1","0"
319,1,296,"1",7,8,14,"1",5,10,6,9,3,6,9,7,6,6,8,0,"0","0","1","0"
319,1,297,"1",7,9,16,"1",5,10,6,9,3,9,9,7,8,9,8,0,"1","0","1","0"
319,0,298,"0",7,6,13,"1",5,10,6,9,3,7,8,8,5,6,5,0,"0","0","0","0"
319,0,299,"1",7,8,16,"1",5,10,6,9,3,7,9,8,10,9,9,0,"0","0","0","0"
319,1,300,"1",7,7,16,"1",5,10,6,9,3,6,8,9,8,9,8,0,"0","0","0","0"
319,0,301,"0",7,6,10,"1",5,10,6,9,3,5,6,7,8,9,10,0,"0","0","1","0"
319,0,302,"0",7,6,9,"1",5,10,6,9,3,7,8,7,6,8,5,0,"0","0","0","0"
319,0,303,"1",7,8,12,"1",5,10,6,9,3,9,7,8,9,8,10,0,"0","0","1","0"
319,0,304,"0",7,7,12,"1",5,10,6,9,3,6,6,6,9,8,8,0,"0","0","0","0"
319,0,305,"0",7,7,13,"1",5,10,6,9,3,6,8,6,5,8,6,0,"0","0","1","0"
319,0,306,"0",7,7,12,"1",5,10,6,9,3,8,6,7,6,5,5,0,"0","0","1","0"
319,0,307,"1",7,8,14,"1",5,10,6,9,3,9,9,7,7,5,6,0,"0","1","1","0"
323,1,332,"1",3,6,14,"0",7,9,6,8,3,6,7,8,8,6,6,3,"1","0","0","0"
323,1,333,"1",3,7,15,"0",7,9,6,8,3,8,7,8,7,6,6,3,"0","1","0","0"
323,0,334,"1",3,7,14,"0",7,9,6,8,3,8,7,8,7,7,6,3,"0","0","0","0"
323,0,336,"0",3,6,9,"0",7,9,6,8,3,6,7,7,6,6,6,3,"0","0","0","0"
323,0,337,"0",3,6,14,"0",7,9,6,8,3,6,8,7,7,6,8,3,"0","0","1","0"
323,0,338,"0",3,6,12,"0",7,9,6,8,3,6,7,7,6,6,6,3,"0","0","1","0"
324,1,332,"1",7,3,13,"0",9,9,9,9,8,1,10,10,6,5,1,2,"1","0","1","0"
324,0,333,"1",7,7,15,"0",9,9,9,9,8,3,6,7,7,6,3,2,"0","1","0","0"
324,0,334,"1",7,7,13,"0",9,9,9,9,8,2,6,8,9,5,2,2,"0","0","0","0"
324,1,335,"1",7,1,8,"0",9,9,9,9,8,1,7,10,6,10,1,2,"0","0","1","0"
324,1,336,"1",7,2,9,"0",9,9,9,9,8,3,7,8,9,6,2,2,"0","0","0","0"
324,0,337,"1",7,3,8,"0",9,9,9,9,8,1,7,9,7,6,1,2,"0","0","0","0"
324,0,338,"1",7,2,6,"0",9,9,9,9,8,1,7,9,2,5,2,2,"0","0","0","0"
325,0,332,"1",7,5,12,"0",7,9,7,8,8,5,7,8,7,7,5,3,"0","0","1","0"
325,0,333,"1",7,7,15,"0",7,9,7,8,8,7,7,7,7,5,5,3,"1","0","0","0"
325,0,334,"1",7,6,14,"0",7,9,7,8,8,7,6,7,8,6,5,3,"0","0","0","0"
325,0,335,"1",7,8,13,"0",7,9,7,8,8,8,7,8,5,7,5,3,"0","0","1","0"
325,0,336,"1",7,5,9,"0",7,9,7,8,8,6,7,6,8,5,5,3,"0","1","0","0"
325,1,337,"1",7,5,14,"0",7,9,7,8,8,6,8,8,7,7,7,3,"0","0","0","0"
325,1,338,"1",7,4,10,"0",7,9,7,8,8,5,5,7,5,7,5,3,"0","0","0","0"
326,0,334,"1",3,8,14,"0",8,9,6,9,8,8,10,9,10,7,6,3,"0","0","0","0"
326,0,335,"1",3,7,11,"0",8,9,6,9,8,7,10,10,6,10,6,3,"0","0","0","0"
326,1,337,"1",3,8,14,"0",8,9,6,9,8,8,10,9,10,9,7,3,"0","0","0","0"
328,0,332,"0",2,8,18,"0",7,10,8,10,10,6,8,8,10,8,6,3,"0","0","0","0"
328,0,333,"1",2,9,16,"0",7,10,8,10,10,8,8,8,8,6,8,3,"0","0","0","0"
328,0,334,"0",2,8,16,"0",7,10,8,10,10,8,6,8,8,8,5,3,"0","0","0","0"
328,0,335,"1",2,6,12,"0",7,10,8,10,10,8,7,8,8,8,8,3,"1","0","0","0"
328,0,336,"0",2,10,12,"0",7,10,8,10,10,6,8,8,8,7,8,3,"0","0","0","0"
328,0,337,"0",2,10,16,"0",7,10,8,10,10,7,9,8,8,7,6,3,"0","0","0","0"
328,0,338,"0",2,5,12,"0",7,10,8,10,10,5,7,7,5,10,5,3,"0","0","0","0"
329,0,335,"1",2,7,13,"0",8,9,5,8,8,6,7,8,6,8,6,0,"0","0","0","0"
329,0,336,"1",2,8,9,"0",8,9,5,8,8,7,7,9,6,7,6,0,"0","0","0","0"
329,0,337,"0",2,7,13,"0",8,9,5,8,8,6,8,8,6,7,3,0,"1","0","0","0"
329,0,338,"0",2,4,11,"0",8,9,5,8,8,3,7,8,6,8,2,0,"0","0","0","0"
331,0,332,"0",3,5,10,"0",7,9,9,7,4,4,8,8,5,6,3,2,"0","0","0","0"
331,0,333,"1",3,7,11,"0",7,9,9,7,4,10,8,5,7,5,4,2,"0","0","0","0"
331,0,334,"1",3,6,11,"0",7,9,9,7,4,10,8,7,6,6,7,2,"1","0","0","0"
331,0,335,"1",3,6,9,"0",7,9,9,7,4,7,7,7,5,6,5,2,"0","0","0","0"
331,0,336,"0",3,4,6,"0",7,9,9,7,4,6,7,7,4,6,2,2,"0","0","0","0"
331,0,337,"0",3,5,11,"0",7,9,9,7,4,5,7,7,5,4,5,2,"0","0","0","0"
331,0,338,"0",3,3,9,"0",7,9,9,7,4,4,8,7,4,7,3,2,"0","1","0","0"
332,0,322,"0",4,7,17,"1",5,10,6,6,10,7,7,7,7,7,7,4,"0","0","1","0"
332,1,323,"1",4,8,14,"1",5,10,6,6,10,8,10,9,7,8,8,4,"0","0","0","0"
332,1,324,"1",4,10,13,"1",5,10,6,6,10,10,10,9,10,10,10,4,"1","0","1","0"
332,0,325,"0",4,7,12,"1",5,10,6,6,10,5,10,9,10,8,8,4,"0","0","1","0"
332,0,326,"0",4,6,14,"1",5,10,6,6,10,6,10,9,8,8,8,4,"0","1","0","0"
332,0,327,"1",4,9,17,"1",5,10,6,6,10,9,10,10,10,9,9,4,"0","0","0","0"
332,0,328,"1",4,10,18,"1",5,10,6,6,10,10,10,9,10,9,9,4,"0","0","0","0"
332,0,329,"0",4,4,10,"1",5,10,6,6,10,4,6,8,5,5,5,4,"0","0","0","0"
332,0,330,"0",4,5,9,"1",5,10,6,6,10,7,7,8,6,6,6,4,"0","0","0","0"
332,0,331,"0",4,5,10,"1",5,10,6,6,10,4,8,8,6,6,5,4,"0","0","0","0"
333,0,322,"0",2,7,17,"1",7,4,7,9,9,6,6,7,7,5,4,2,"0","0","0","0"
333,1,323,"1",2,8,15,"1",7,4,7,9,9,8,8,7,7,7,7,2,"0","1","0","0"
333,0,324,"0",2,8,15,"1",7,4,7,9,9,7,8,7,7,6,6,2,"0","0","0","0"
333,0,325,"0",2,8,15,"1",7,4,7,9,9,5,8,7,7,6,6,2,"1","0","0","0"
333,0,326,"0",2,5,14,"1",7,4,7,9,9,4,7,5,5,6,3,2,"0","0","0","0"
333,0,327,"1",2,8,18,"1",7,4,7,9,9,7,8,7,8,7,8,2,"0","0","0","0"
333,0,328,"0",2,7,16,"1",7,4,7,9,9,6,8,7,6,6,7,2,"0","0","0","0"
333,0,329,"0",2,5,12,"1",7,4,7,9,9,4,6,6,5,6,3,2,"0","0","0","0"
333,0,331,"0",2,4,11,"1",7,4,7,9,9,3,4,3,2,6,5,2,"0","0","0","0"
334,0,322,"0",3,6,16,"1",8,7,8,8,9,6,7,6,6,6,6,2,"0","0","0","0"
334,0,323,"0",3,7,14,"1",8,7,8,8,9,8,7,7,6,6,7,2,"0","0","0","0"
334,0,324,"0",3,6,13,"1",8,7,8,8,9,6,8,6,6,6,6,2,"0","0","0","0"
334,0,325,"0",3,8,14,"1",8,7,8,8,9,7,8,8,8,7,7,2,"0","0","0","0"
334,0,326,"0",3,6,14,"1",8,7,8,8,9,6,8,8,8,6,7,2,"0","0","0","0"
334,0,327,"1",3,8,16,"1",8,7,8,8,9,9,7,7,8,8,6,2,"0","0","0","0"
334,0,328,"1",3,8,16,"1",8,7,8,8,9,8,8,8,7,6,8,2,"0","0","0","0"
334,0,329,"0",3,6,13,"1",8,7,8,8,9,6,7,7,5,5,5,2,"0","0","0","0"
334,0,330,"1",3,8,14,"1",8,7,8,8,9,8,8,8,7,8,7,2,"0","1","0","0"
334,0,331,"0",3,5,11,"1",8,7,8,8,9,5,8,7,7,5,7,2,"1","0","0","0"
335,0,326,"0",2,4,11,"1",8,7,9,8,8,4,7,6,6,6,3,2,"0","0","0","0"
335,0,327,"1",2,6,12,"1",8,7,9,8,8,7,6,7,6,5,7,2,"0","0","0","0"
335,0,328,"0",2,6,12,"1",8,7,9,8,8,5,8,6,6,6,6,2,"1","0","0","0"
335,0,330,"1",2,7,13,"1",8,7,9,8,8,8,8,8,8,6,8,2,"0","0","0","0"
336,0,322,"0",2,2,10,"1",5,9,7,7,9,6,8,8,8,8,1,2,"0","0","0","0"
336,0,323,"0",2,3,9,"1",5,9,7,7,9,6,5,4,3,4,2,2,"0","0","0","0"
336,1,324,"1",2,7,9,"1",5,9,7,7,9,7,7,6,8,6,8,2,"0","0","0","0"
336,0,325,"0",2,4,9,"1",5,9,7,7,9,6,8,8,7,5,6,2,"0","1","0","0"
336,0,326,"0",2,2,11,"1",5,9,7,7,9,4,8,7,8,7,6,2,"0","0","0","0"
336,0,327,"1",2,8,18,"1",5,9,7,7,9,8,5,7,7,6,5,2,"0","0","0","0"
336,0,328,"0",2,2,12,"1",5,9,7,7,9,5,7,7,4,9,2,2,"0","0","0","0"
336,0,329,"0",2,1,9,"1",5,9,7,7,9,2,2,5,1,7,1,2,"0","0","0","0"
336,0,330,"0",2,4,9,"1",5,9,7,7,9,6,3,7,6,9,1,2,"1","0","0","0"
336,0,331,"0",2,2,6,"1",5,9,7,7,9,2,7,7,5,8,2,2,"0","0","0","0"
337,1,322,"1",8,8,17,"1",6,6,6,6,6,9,9,9,7,7,6,2,"0","0","0","0"
337,0,323,"1",8,8,14,"1",6,6,6,6,6,10,10,9,7,7,8,2,"0","0","1","0"
337,0,324,"0",8,5,8,"1",6,6,6,6,6,6,6,7,7,6,5,2,"0","0","0","0"
337,1,325,"1",8,9,14,"1",6,6,6,6,6,10,9,9,10,8,9,2,"0","0","0","0"
337,1,326,"1",8,6,14,"1",6,6,6,6,6,7,10,9,7,7,7,2,"0","0","0","0"
337,0,327,"1",8,10,18,"1",6,6,6,6,6,10,10,10,9,9,8,2,"0","1","0","0"
337,0,328,"1",8,6,16,"1",6,6,6,6,6,9,6,8,7,7,6,2,"0","0","0","0"
337,0,329,"1",8,6,13,"1",6,6,6,6,6,7,9,8,6,6,6,2,"1","0","0","0"
337,0,330,"1",8,6,10,"1",6,6,6,6,6,10,7,8,8,8,6,2,"0","0","1","0"
337,0,331,"0",8,6,11,"1",6,6,6,6,6,8,9,7,6,6,6,2,"0","0","0","0"
338,0,322,"0",7,5,13,"1",7,9,7,9,10,6,6,6,5,6,5,2,"0","0","0","0"
338,0,323,"0",7,6,12,"1",7,9,7,9,10,6,6,7,6,6,5,2,"0","0","1","0"
338,0,324,"0",7,4,6,"1",7,9,7,9,10,5,6,6,5,6,5,2,"0","0","0","0"
338,1,325,"1",7,6,10,"1",7,9,7,9,10,5,6,7,7,6,7,2,"0","0","0","0"
338,1,326,"1",7,7,14,"1",7,9,7,9,10,5,8,8,8,8,8,2,"0","0","0","0"
338,0,327,"1",7,6,14,"1",7,9,7,9,10,8,8,8,7,8,7,2,"1","0","0","0"
338,0,328,"1",7,7,12,"1",7,9,7,9,10,8,8,8,8,7,7,2,"0","0","0","0"
338,0,329,"1",7,7,11,"1",7,9,7,9,10,6,8,7,6,7,6,2,"0","0","0","0"
338,0,330,"1",7,7,12,"1",7,9,7,9,10,7,7,8,7,9,6,2,"0","0","1","0"
338,0,331,"1",7,6,9,"1",7,9,7,9,10,6,5,7,5,7,6,2,"0","1","0","0"
341,0,361,"0",5,5,12,"0",7,9,9,7,9,4,3,6,3,6,1,2,"0","0","0","0"
341,0,362,"0",5,5,13,"0",7,9,9,7,9,6,4,6,8,8,8,2,"0","0","0","0"
341,0,363,"0",5,6,13,"0",7,9,9,7,9,4,10,8,8,8,4,2,"0","0","0","0"
341,0,364,"0",5,6,14,"0",7,9,9,7,9,6,10,8,8,8,4,2,"0","0","0","0"
341,0,365,"0",5,6,14,"0",7,9,9,7,9,7,7,8,7,10,6,2,"0","0","0","0"
341,1,366,"1",5,8,17,"0",7,9,9,7,9,8,8,10,8,10,10,2,"0","0","0","0"
341,0,367,"1",5,8,15,"0",7,9,9,7,9,6,10,10,9,8,7,2,"0","0","1","0"
341,1,368,"1",5,6,13,"0",7,9,9,7,9,2,8,8,8,7,6,2,"0","0","1","0"
341,0,370,"0",5,8,13,"0",7,9,9,7,9,8,8,8,8,8,5,2,"1","0","0","0"
341,1,371,"1",5,5,13,"0",7,9,9,7,9,6,5,6,5,6,5,2,"0","0","0","0"
341,0,373,"0",5,6,14,"0",7,9,9,7,9,8,8,8,8,8,8,2,"0","1","0","0"
341,0,374,"0",5,8,14,"0",7,9,9,7,9,6,10,9,8,8,6,2,"0","0","0","0"
341,0,375,"1",5,7,12,"0",7,9,9,7,9,10,9,9,8,7,6,2,"0","0","0","0"
341,0,376,"0",5,5,12,"0",7,9,9,7,9,8,8,10,7,10,6,2,"0","0","0","0"
341,0,377,"0",5,4,9,"0",7,9,9,7,9,6,6,6,6,6,6,2,"0","0","0","0"
341,0,378,"0",5,6,12,"0",7,9,9,7,9,8,8,8,8,8,8,2,"0","0","0","0"
342,0,364,"0",1,5,11,"0",10,10,10,10,10,5,6,7,6,7,0,2,"0","0","0","0"
342,0,370,"1",1,8,11,"0",10,10,10,10,10,8,8,9,8,7,8,2,"0","0","0","0"
343,1,361,"1",5,5,15,"0",4,8,6,10,7,3,5,5,5,5,5,4,"0","0","0","0"
343,1,362,"1",5,5,12,"0",4,8,6,10,7,5,5,7,7,7,5,4,"0","0","0","0"
343,0,363,"0",5,6,11,"0",4,8,6,10,7,7,7,7,6,6,5,4,"0","0","0","0"
343,0,364,"0",5,7,11,"0",4,8,6,10,7,5,8,7,6,7,5,4,"0","0","0","0"
343,0,367,"1",5,7,11,"0",4,8,6,10,7,8,8,8,8,9,9,4,"0","0","0","0"
343,0,370,"1",5,7,10,"0",4,8,6,10,7,7,7,7,7,8,6,4,"0","0","0","1"
343,0,372,"1",5,6,11,"0",4,8,6,10,7,8,7,7,6,6,6,4,"0","0","0","0"
343,0,376,"0",5,8,12,"0",4,8,6,10,7,8,8,8,6,8,5,4,"0","0","0","0"
344,0,361,"1",11,8,16,"0",7,7,8,8,9,6,9,9,8,9,7,4,"0","0","0","0"
344,0,362,"0",11,6,14,"0",7,7,8,8,9,6,6,8,8,8,6,4,"0","1","0","0"
344,0,363,"0",11,5,11,"0",7,7,8,8,9,5,5,5,5,5,5,4,"0","0","0","0"
344,1,364,"1",11,7,15,"0",7,7,8,8,9,9,9,9,9,7,7,4,"0","0","0","0"
344,0,365,"0",11,7,14,"0",7,7,8,8,9,6,6,6,6,6,6,4,"0","0","0","0"
344,1,366,"1",11,8,16,"0",7,7,8,8,9,8,8,8,8,8,8,4,"0","0","0","0"
344,0,367,"1",11,7,12,"0",7,7,8,8,9,7,8,7,7,7,7,4,"0","0","1","0"
344,1,369,"1",11,7,15,"0",7,7,8,8,9,6,6,7,9,8,9,4,"0","0","0","0"
344,0,370,"1",11,8,13,"0",7,7,8,8,9,9,8,8,7,9,9,4,"0","0","0","0"
344,0,371,"1",11,8,13,"0",7,7,8,8,9,9,8,8,8,8,8,4,"0","0","0","0"
344,0,373,"1",11,9,16,"0",7,7,8,8,9,9,9,9,9,9,9,4,"0","0","0","0"
344,0,375,"1",11,8,13,"0",7,7,8,8,9,8,6,6,6,6,9,4,"0","0","0","0"
344,0,376,"1",11,8,15,"0",7,7,8,8,9,6,6,9,9,9,8,4,"0","0","0","0"
344,1,377,"1",11,7,14,"0",7,7,8,8,9,6,7,7,7,6,8,4,"1","0","0","0"
344,0,378,"0",11,6,13,"0",7,7,8,8,9,5,6,6,6,8,3,4,"0","0","0","0"
345,0,362,"0",9,4,11,"0",7,9,7,9,7,6,10,10,8,8,3,3,"0","0","0","0"
345,0,363,"0",9,4,11,"0",7,9,7,9,7,4,10,10,6,10,1,3,"0","0","0","0"
345,1,364,"1",9,8,15,"0",7,9,7,9,7,6,8,8,10,9,6,3,"0","0","0","0"
345,0,365,"1",9,7,12,"0",7,9,7,9,7,10,9,9,7,9,7,3,"1","0","0","0"
345,1,366,"1",9,9,16,"0",7,9,7,9,7,9,10,10,6,9,8,3,"0","0","0","0"
345,0,367,"0",9,4,11,"0",7,9,7,9,7,7,10,9,5,8,4,3,"0","0","0","0"
345,1,368,"1",9,8,15,"0",7,9,7,9,7,8,10,9,9,7,8,3,"0","0","0","0"
345,1,369,"1",9,7,16,"0",7,9,7,9,7,7,10,8,10,6,5,3,"0","0","0","0"
345,0,370,"1",9,10,16,"0",7,9,7,9,7,10,9,10,8,8,5,3,"0","0","0","0"
345,0,371,"0",9,6,11,"0",7,9,7,9,7,8,10,8,7,7,6,3,"0","0","0","0"
345,0,372,"1",9,6,12,"0",7,9,7,9,7,8,7,7,7,7,8,3,"0","0","0","0"
345,0,373,"0",9,8,15,"0",7,9,7,9,7,10,9,8,8,8,6,3,"0","0","0","0"
345,0,374,"0",9,6,11,"0",7,9,7,9,7,5,10,9,6,10,6,3,"0","0","0","0"
345,0,375,"1",9,9,13,"0",7,9,7,9,7,10,8,9,9,8,6,3,"0","0","0","0"
345,0,377,"0",9,5,9,"0",7,9,7,9,7,5,10,8,5,10,5,3,"0","0","0","0"
345,0,378,"1",9,8,15,"0",7,9,7,9,7,8,9,10,6,10,6,3,"0","0","0","0"
347,0,361,"0",10,3,8,"0",8,6,10,10,10,4,1,5,4,4,5,1,"0","0","0","0"
347,0,363,"1",10,6,9,"0",8,6,10,10,10,6,10,9,7,6,5,1,"1","0","0","0"
